,Dates,Traveler,Member,Party,State / District,Destination,Sponsor,Filing Type,hrefs,Page #,Departure,Return,Year,Country,Raw Costs
204,"Aug. 6, 2023 - Aug. 11, 2023",Jimmy Panetta,Jimmy Panetta,D,CA-19,United Kingdom,Ripon Society and the Franklin Center for Global Policy Exchange,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026818.pdf,14,"Aug. 6, 2023 "," Aug. 11, 2023",2023,United Kingdom,")
$9275.25 $1413.00 $770.00 mig/dining rooms: $500, security $241,
Traveler ground ae $210, tour of
. mtg/dining rooms: $500, security $241,
Accompanying $9275.25 $0 $770.00 ground anspor $210, tour or
"
205,"Aug. 6, 2023 - Aug. 11, 2023",John Joyce,John Joyce,R,PA-13,United Kingdom,Ripon Society and the Franklin Center for Global Policy Exchange,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026819.pdf,14,"Aug. 6, 2023 "," Aug. 11, 2023",2023,United Kingdom,")

$9622.15 $1413.00 $770.00 mtg/dining rooms: $500, security $241,

ground transport: $210, tour of
Windsor: $40

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

Traveler

. + mtg/dining rooms: $500, security $241,
Accompanying $0 $770.00 ground transport: $210, tour of

"
206,"Aug. 6, 2023 - Aug. 11, 2023",Joyce Beatty,Joyce Beatty,D,OH-3,United Kingdom,Ripon Society and the Franklin Center for Global Policy Exchange,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026820.pdf,14,"Aug. 6, 2023 "," Aug. 11, 2023",2023,United Kingdom,")

$9214.35 $1413.00 $770.00 mig/dining rooms: $600, security $241,
Traveler ground import $210, tour of
Accompanying
"
207,"Aug. 5, 2023 - Aug. 11, 2023",Daniel Goldman,Dan Goldman,D,NY-10,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026841.pdf,14,"Aug. 5, 2023 "," Aug. 11, 2023",2023,Israel,")

Traveler $13,825.73 $898.55 $1,036.03 $3,148.21

Accompanying 1$13,825.73 $898.55 $1,036.03 $3,148.21
"
208,"Aug. 3, 2023 - Aug. 11, 2023",Larry Bucshon,Larry Bucshon,R,IN-8,United Kingdom,Ripon Society and the Franklin Center for Global Policy Exchange,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026823.pdf,14,"Aug. 3, 2023 "," Aug. 11, 2023",2023,United Kingdom,")

$4661.95 | $1413.00 $770.00 mig/dining rooms: $500, security $241,

Total Transportation | Total Lodging _| Total Meal
Expenses Expenses Expenses

ground transport: $210, tour of

Traveler Windsor: $40

—
mig/dining rooms: $500, security $241,
$0 $770.00 ground transport: $210, tour of
Windsor: $40

Accompanying $4661.95
"
209,"Aug. 6, 2023 - Aug. 11, 2023",Dusty Johnson,Dusty Johnson,R,SD-1,United Kingdom,Ripon Society and the Franklin Center for Global Policy Exchange,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026844.pdf,14,"Aug. 6, 2023 "," Aug. 11, 2023",2023,United Kingdom,")
7 i 5]
itg/di fooms; $500, security $241,
Trwvelee «(| POTTS $1413.00 $770.00 | mialnng wos 350, securty
Windsor: $40
~ | migidining rooms: $500, secur $241
Accompanying |$9227.15 $0 $770.00 ground transport $210, ure
"
210,"Aug. 6, 2023 - Aug. 11, 2023",Mike Bost,Mike Bost,R,IL-12,United Kingdom,"The Ripon Society, The Franklin Center for Global Policy Exchange",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026845.pdf,14,"Aug. 6, 2023 "," Aug. 11, 2023",2023,United Kingdom,")

$7232.75 $1413.00 $770.00 mtg/dining rooms: $500, security $241,

ground transport: $210, tour of
Windsor: $40

$7232.75 $0 $770.00 mtg/dining rooms: $500, security $241,

Accompanying ground transport: $210, tour of
"
211,"Aug. 3, 2023 - Aug. 11, 2023",Tony Gonzales,Tony Gonzales,R,TX-23,United Kingdom,Ripon Society and the Franklin Center for Global Policy Exchange,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026851.pdf,14,"Aug. 3, 2023 "," Aug. 11, 2023",2023,United Kingdom,Error making sandwich
212,"Aug. 6, 2023 - Aug. 11, 2023",Mike Carey,Mike Carey,R,OH-15,United Kingdom,"The Ripon Society, The Franklin Center for Global Policy Exchange",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026897.pdf,14,"Aug. 6, 2023 "," Aug. 11, 2023",2023,United Kingdom,")

= . 5 1
amie $9345.85 $1413.00 $770.00 migitining rooms: BEOO,securky $241
Windsor: $40

+ + : =|
Accompanying $9345.85 $0 $770.00 Send tenet ‘foe =”

"
213,"Aug. 5, 2023 - Aug. 10, 2023",Gideon Bragin,Hakeem Jeffries,D,NY-8,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026948.pdf,14,"Aug. 5, 2023 "," Aug. 10, 2023",2023,Israel,Error making sandwich
214,"Aug. 4, 2023 - Aug. 10, 2023",Ron Estes,Ron Estes,R,KS-4,United Kingdom,"The Ripon Society, The Franklin Center for Global Policy Exchange",Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026767.pdf,14,"Aug. 4, 2023 "," Aug. 10, 2023",2023,United Kingdom,")
$4423.45 $1059.75 $577.50 mtg/dining rooms: $375,
Traveler security $181,
i= ground transport: $170
Accompanying $4423.45 $0 $577.50 a rooms: $375,
"
215,"Aug. 6, 2023 - Aug. 10, 2023",Raja Krishnamoorthi,Raja Krishnamoorthi,D,IL-8,United Kingdom,Ripon Society and the Franklin Center for Global Policy Exchange,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026803.pdf,15,"Aug. 6, 2023 "," Aug. 10, 2023",2023,United Kingdom,Error making sandwich
216,"Aug. 5, 2023 - Aug. 9, 2023",Tasia Jackson,Hakeem Jeffries,D,NY-8,Israel,American Israel,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026927.pdf,15,"Aug. 5, 2023 "," Aug. 9, 2023",2023,Israel,")
Traveler $10,620.16 $1,078.19 $604.60 $3,148.21
Accompanying |n/a n/a nla nla
"
217,"Aug. 5, 2023 - Aug. 9, 2023",Christiana Stephenson,Hakeem Jeffries,D,NY-8,Israel,American Israel,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026861.pdf,15,"Aug. 5, 2023 "," Aug. 9, 2023",2023,Israel,")

Traveler $10,620.16 $1,078.19 $604.60 $3,148.21

Accompanying |n/a n/a n/a nla
"
218,"Aug. 5, 2023 - Aug. 9, 2023",Hakeem Jeffries,Hakeem Jeffries,D,NY-8,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026816.pdf,15,"Aug. 5, 2023 "," Aug. 9, 2023",2023,Israel,")

Traveler $5,305.56 $828.21 $604.60 $3,148.21

Accompanying |$5 305.56 $828.21 $604.60 $3,148.21
"
219,"Aug. 3, 2023 - Aug. 9, 2023",Emily Berret,Hakeem Jeffries,D,NY-8,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026840.pdf,15,"Aug. 3, 2023 "," Aug. 9, 2023",2023,Israel,")

Traveler $7,620.16 $1,013.24 $604.60 $3,148.21

Accompanying |n/a n/a n/a nla
"
220,"July 29, 2023 - Aug. 6, 2023",Ryan Dilworth,Beth Van Duyne,R,TX-24,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026950.pdf,15,"July 29, 2023 "," Aug. 6, 2023",2023,Israel,
221,"July 29, 2023 - Aug. 6, 2023",Hadar Arazi,Pete Aguilar,D,CA-33,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026724.pdf,15,"July 29, 2023 "," Aug. 6, 2023",2023,Israel,")

Traveler $4,470.63 $2,502.62 $1,028.01 $4,566.59
breakdown attached

Accompanying |n/g n/a n/a
"
222,"July 29, 2023 - Aug. 6, 2023",Katherine Mahan,Jim Costa,D,CA-21,"Tel Aviv, Israel",American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026735.pdf,15,"July 29, 2023 "," Aug. 6, 2023",2023,Israel,Error making sandwich
223,"July 29, 2023 - Aug. 6, 2023",Morgan Cintron,Jared Moskowitz,D,FL-23,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026754.pdf,15,"July 29, 2023 "," Aug. 6, 2023",2023,Israel,
224,"July 29, 2023 - Aug. 6, 2023",Ian Spears,Lucy McBath,D,GA-7,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026757.pdf,15,"July 29, 2023 "," Aug. 6, 2023",2023,Israel,")

Traveler $4,475.63 $2,502.62 $1,028.01 $4,566.59
breakdown attached

Accompanying |n/g n/a n/a
"
225,"July 29, 2023 - Aug. 6, 2023",Seamus McKeon,Jimmy Panetta,D,CA-19,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026765.pdf,15,"July 29, 2023 "," Aug. 6, 2023",2023,Israel,")

Traveler $4,388.13 $2,502.62 $1,028.01 $4,566.59
breakdown attached

Accompanying |n/g n/a n/a
"
226,"July 29, 2023 - Aug. 6, 2023",Bradford Decker,Keith Self,R,TX-3,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026773.pdf,15,"July 29, 2023 "," Aug. 6, 2023",2023,Israel,Error making sandwich
227,"July 29, 2023 - Aug. 6, 2023",Jay Kronzer,Mark Green,R,TN-7,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026786.pdf,15,"July 29, 2023 "," Aug. 6, 2023",2023,Israel,")
‘Traveler $4,382.63 $2,502.62 $1,028.01 $4,566.59
breakdown attached
Accompanying |n/a nla nla

"
228,"July 29, 2023 - Aug. 6, 2023",Caitriona Rafferty,Michael Waltz,R,FL-6,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026713.pdf,15,"July 29, 2023 "," Aug. 6, 2023",2023,Israel,")

Traveler $5,945.13 $2,502.62 $1,028.01 $4,566.59
breakdown attached

Accompanying |n/g n/a
"
229,"July 29, 2023 - Aug. 6, 2023",Morgan Cintron,Jared Moskowitz,D,FL-23,Israel,Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026859.pdf,15,"July 29, 2023 "," Aug. 6, 2023",2023,Israel,")

Traveler $4,460.40 $2,904.41 $1,028.01 $4,566.59
breakdown attached

Accompanying |n/g n/a n/a
"
230,"July 29, 2023 - Aug. 6, 2023",Ryan Dilworth,Beth Van Duyne,R,TX-24,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026995.pdf,15,"July 29, 2023 "," Aug. 6, 2023",2023,Israel,")

Traveler $6,811.63 $2,502.62 $1,028.01 $4,566.59
breakdown attached

nti

"
231,"July 29, 2023 - Aug. 4, 2023",Pete Sessions,Pete Sessions,R,TX-17,Cyprus,Turkish Cypriot Chamber of Commerce,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026706.pdf,15,"July 29, 2023 "," Aug. 4, 2023",2023,Cyprus,")
Traveler Flight Ticket: 1207,53 USD 165,50 USD 1072,14 USD |
9212,24 USD
Accompanying Flight Ticket: 1207,53 USD 127,55 USD —
"
232,"July 29, 2023 - Aug. 4, 2023",Ed Case,Ed Case,D,HI-1,Arctic National Wildlife Refug,American Lands Project,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026807.pdf,16,"July 29, 2023 "," Aug. 4, 2023",2023,Arctic National Wildlife Refug,Error making sandwich
233,"July 29, 2023 - Aug. 4, 2023",Suzan Delbene,Suzan K. DelBene,D,WA-1,Arctic National Wildlife Refug,American Lands Project,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026707.pdf,16,"July 29, 2023 "," Aug. 4, 2023",2023,Arctic National Wildlife Refug,
234,"June 29, 2023 - July 30, 2023",Raul Ruiz,Raul Ruiz,D,CA-25,France,Organization of Iranian American Communities (OIAC),Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026690.pdf,16,"June 29, 2023 "," July 30, 2023",2023,France,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

~ ve nclude ~ oe cal Trans neil aie
toe 143 \— Wi Dek : 1 es 250
Accompanying . 02.
"
235,"June 23, 2023 - July 9, 2023",Shir Attias,Lois Frankel,D,FL-22,Israel,Israel Policy Forum,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026587.pdf,16,"June 23, 2023 "," July 9, 2023",2023,Israel,")
$2,075.35 $3,000.00 $1,204.00 $1,361.01
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
236,"July 1, 2023 - July 9, 2023",Michael Lowry,Robert B. Aderholt,R,AL-4,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026677.pdf,16,"July 1, 2023 "," July 9, 2023",2023,Israel,Error making sandwich
237,"July 1, 2023 - July 9, 2023",Peter Spiro,Jimmy Panetta,D,CA-19,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026678.pdf,16,"July 1, 2023 "," July 9, 2023",2023,Israel,")
Traveler $6,856.52 $2,523.20 $1,152.10 $3,437.59
breakdown attached
Accompanying |n/a n/a nla nla
"
238,"July 1, 2023 - July 9, 2023",Rebecca Keightley,Ken Calvert,R,CA-41,Israel,American Israel,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026680.pdf,16,"July 1, 2023 "," July 9, 2023",2023,Israel,")

$2,523.20 $1,152.10 $3,437.59
breakdown attached

Accompanying |
"
239,"July 1, 2023 - July 9, 2023",Stephen Ruhlen,Kay Granger,R,TX-12,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026681.pdf,16,"July 1, 2023 "," July 9, 2023",2023,Israel,Error making sandwich
240,"July 1, 2023 - July 9, 2023",Justin German,Haley Stevens,D,MI-11,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026664.pdf,16,"July 1, 2023 "," July 9, 2023",2023,Israel,")

$6,856.52 $2,523.20 $1,152.10 $3,437.59
breakdown attached

Accompanying
"
241,"July 1, 2023 - July 9, 2023",Amy Soenksen,Morgan McGarvey,D,KY-3,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026643.pdf,17,"July 1, 2023 "," July 9, 2023",2023,Israel,")

Traveler . $2,523.20 $1,152.10 $3,437.59
breakdown attached

Accompanying
"
242,"July 1, 2023 - July 9, 2023",Lauren Toy,Susie Lee,D,NV-3,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026647.pdf,17,"July 1, 2023 "," July 9, 2023",2023,Israel,")
Traveler $6,856.52 $2,523.20 $1,152.10 $3,437.59
breakdown attached
Accompanying |n/a n/a nla nla
"
243,"July 1, 2023 - July 9, 2023",James Dumas,Mike Flood,R,NE-1,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026648.pdf,17,"July 1, 2023 "," July 9, 2023",2023,Israel,")
Traveler $6,856.52 $2,523.20 $1,152.10 $3,437.59
breakdown attached
Accompanying |n/a n/a nla nla
"
244,"July 1, 2023 - July 9, 2023",Liana Guerra,Darren Soto,D,FL-9,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026649.pdf,17,"July 1, 2023 "," July 9, 2023",2023,Israel,")
Traveler $6,856.52 $2,523.20 $1,152.10 $3,437.59
breakdown attached
Accompanying |n/a n/a nla nla
"
245,"July 1, 2023 - July 9, 2023",Yardena Wolf,Eric Swalwell,D,CA-14,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026687.pdf,17,"July 1, 2023 "," July 9, 2023",2023,Israel,")
Traveler $7,414.02 $2,523.20 $1,152.10 $3,437.59
breakdown attached
Accompanying |n/a n/a nla nla
"
246,"July 1, 2023 - July 9, 2023",James Bernhard,Troy Carter,D,LA-2,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026688.pdf,17,"July 1, 2023 "," July 9, 2023",2023,Israel,Error making sandwich
247,"July 1, 2023 - July 9, 2023",Carolyn King,Robert J. Wittman,R,VA-1,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026669.pdf,17,"July 1, 2023 "," July 9, 2023",2023,Israel,")
Traveler $6,856.52 $2,523.20 $1,152.10 $3,437.59
breakdown attached
Accompanying |n/a n/a nla nla
"
248,"July 1, 2023 - July 9, 2023",Yardena Wolf,Eric Swalwell,D,CA-14,Israel,American Israel Education Foundation,Amendment,https://disclosures-clerk.house.gov/gtimages/ST/2023/500027012.pdf,17,"July 1, 2023 "," July 9, 2023",2023,Israel,Error making sandwich
249,"June 23, 2023 - July 8, 2023",Jordan Dickinson,Dan Kildee,D,MI-8,Israel,Israel Policy Forum,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026586.pdf,17,"June 23, 2023 "," July 8, 2023",2023,Israel,")
$2,075.35 $3,000.00 $1,204.00 $1,361.01
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
250,"June 23, 2023 - July 5, 2023",Doug Lamborn,Doug Lamborn,R,CO-5,Israel,American Israel Education Foundation,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026662.pdf,17,"June 23, 2023 "," July 5, 2023",2023,Israel,")
ew fee $1,166.30 $895.19 $2,714.51
Accompanying $10,524.92 $1,166.30 $895.19 $2,714.51
"
251,"June 23, 2023 - July 5, 2023",Doug Lamborn,Doug Lamborn,R,CO-5,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026603.pdf,17,"June 23, 2023 "," July 5, 2023",2023,Israel,")

Traveler $10,524.92 $1,166.30 $895.19 $2,714.51

Accompanying $10,524.92 $1,166.30 $895.19 $2,714.51
"
252,"June 29, 2023 - July 3, 2023",Raul Ruiz,Raul Ruiz,D,CA-25,France,Organization of Iranian American Communities (OIAC),Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026679.pdf,17,"June 29, 2023 "," July 3, 2023",2023,France,
253,"June 29, 2023 - July 3, 2023",Raul Ruiz,Raul Ruiz,D,CA-25,France,Organization of Iranian American Communities (OIAC),Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026604.pdf,17,"June 29, 2023 "," July 3, 2023",2023,France,")

Total Transportation Total Lodging Total Meal
Expenses Expenses Expenses

~ ve nclude ~ oe cal Trans neil aie
toe 143 \— Wi Dek : 1 es 250
Accompanying . 02.
"
254,"June 23, 2023 - July 2, 2023",Joseph Goldberg,Eric Sorensen,D,IL-17,Israel,Israel Policy Forum,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026564.pdf,17,"June 23, 2023 "," July 2, 2023",2023,Israel,")
$2,075.35 $3,000.00 $1,204.00 $1,361.01
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
255,"June 23, 2023 - July 2, 2023",Joseph Valente,Jake Auchincloss,D,MA-4,Israel,Israel Policy Forum,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026565.pdf,17,"June 23, 2023 "," July 2, 2023",2023,Israel,")
$2,075.35 $3,000.00 $1,204.00 $1,361.01
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
256,"June 23, 2023 - July 2, 2023",Sophie Mirviss,Gregory W. Meeks,D,NY-5,Israel,Israel Policy Forum,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026570.pdf,17,"June 23, 2023 "," July 2, 2023",2023,Israel,")
$2,075.35 $3,000.00 $1,204.00 $1,361.01
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
257,"June 23, 2023 - July 2, 2023",Haley Scott,Dan Goldman,D,NY-10,Israel,Israel Policy Forum,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026610.pdf,17,"June 23, 2023 "," July 2, 2023",2023,Israel,")
$2,075.35 $3,000.00 $1,204.00 $1,361.01
Traveler (See attached description)
Accompanying N/A N/A N/A N/A
"
258,"June 29, 2023 - July 2, 2023",Lance Gooden,Lance Gooden,R,TX-5,France,Organization of Iranian American Communities (OIAC),Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026620.pdf,17,"June 29, 2023 "," July 2, 2023",2023,France,Error making sandwich
259,"June 27, 2023 - July 1, 2023",John Kolb,Maria Elvira Salazar,R,FL-27,Canada,Center Forward,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026563.pdf,17,"June 27, 2023 "," July 1, 2023",2023,Canada,")
Travel $733.33 $900.00 $356.00 *All air and ground
Traveler transportation included*
Accompanying |N/A N/A N/A N/A
"
260,"June 27, 2023 - July 1, 2023",Kellie Hartl,David Valadao,R,CA-22,Canada,Center Forward,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026566.pdf,17,"June 27, 2023 "," July 1, 2023",2023,Canada,")
Travel $924.65 $675.00 $306.00 *All air and ground
Traveler transportation included*
Accompanying |N/A N/A N/A N/A
"
261,"June 27, 2023 - July 1, 2023",Patrick Devney,Ann McLane Kuster,D,NH-2,Canada,Center Forward,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026652.pdf,17,"June 27, 2023 "," July 1, 2023",2023,Canada,")
Travel $1,998.27 $900.00 $356.00 *All air and ground
Traveler transportation included*
Accompanying |N/A N/A N/A N/A
"
262,"June 27, 2023 - July 1, 2023",Matthew Wirth,Buddy Carter,R,GA-1,Canada,Center Forward,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026607.pdf,17,"June 27, 2023 "," July 1, 2023",2023,Canada,")
Travel $1,007.51 $900.00 $356.00 *All air and ground
Traveler transportation included*
Accompanying |N/A N/A N/A N/A
"
263,"June 27, 2023 - July 1, 2023",Tara Rountree,Jennifer McClellan,D,VA-4,Canada,Center Forward,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026658.pdf,17,"June 27, 2023 "," July 1, 2023",2023,Canada,
264,"June 28, 2023 - July 1, 2023",Adam Cloch,John Curtis,R,UT-3,Canada,Center Forward,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026576.pdf,17,"June 28, 2023 "," July 1, 2023",2023,Canada,")
Travel $848.09 $675.00 $306.00 *All air and ground
Traveler transportation included*
Accompanying |N/A N/A N/A N/A
"
265,"June 27, 2023 - July 1, 2023",Brendan Boyle,Brendan Boyle,D,PA-2,Canada,Center Forward,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026578.pdf,17,"June 27, 2023 "," July 1, 2023",2023,Canada,")
Travel $1,073.62 $900.00 $356.00 *All air and ground
Traveler transportation included*
Accompanying [$932.38 $0.00 $171.00 *All air and ground
"
266,"June 27, 2023 - July 1, 2023",Briana Connolly,Dusty Johnson,R,SD-1,Canada,Center Forward,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026579.pdf,17,"June 27, 2023 "," July 1, 2023",2023,Canada,")
Travel $906.96 $675.00 $306.00 *All air and ground
Traveler transportation included*
Accompanying |N/A N/A N/A N/A
"
267,"June 27, 2023 - July 1, 2023","Earl L. ""Buddy"" Carter",Buddy Carter,R,GA-1,Canada,Center Forward,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026581.pdf,17,"June 27, 2023 "," July 1, 2023",2023,Canada,")

*all air and ground
transportation included*

Total Meal
Expenses

Total Lodging
Expenses

Total Transportation
Expenses

Traveler

$356.00 *all air and ground
transportation included*

Accompanying
"
268,"June 23, 2023 - June 30, 2023",Ami Bera,Ami Bera,D,CA-6,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026629.pdf,17,"June 23, 2023 "," June 30, 2023",2023,Israel,")
Traveler $10,558.69 $1,797.60 $895.19 $2,714.51
Accompanying $10,558.69 $1,797.60 $895.19 $2,714.51
"
269,"June 23, 2023 - June 30, 2023",Barry Moore,Barry Moore,R,AL-2,Israel,American Israel Education Foundation,Amendment,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026630.pdf,17,"June 23, 2023 "," June 30, 2023",2023,Israel,")
Traveler $11,177.52 $1,166.30 $895.19 $2,714.51
Accompanying $10,925.31 $1,166.30 $895.19 $2,714.51
"
270,"June 23, 2023 - June 30, 2023",James Baird,James Baird,R,IN-4,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026639.pdf,17,"June 23, 2023 "," June 30, 2023",2023,Israel,Error making sandwich
271,"June 23, 2023 - June 30, 2023",Jared Golden,Jared Golden,D,ME-2,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026640.pdf,17,"June 23, 2023 "," June 30, 2023",2023,Israel,")

Traveler $7,455.92 $1,166.30 $895.19 $2,714.51

Accompanying $7,445.92 $1,166.30 $895.19 $2,714.51
"
272,"June 23, 2023 - June 30, 2023",Jimmy Panetta,Jimmy Panetta,D,CA-19,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026642.pdf,17,"June 23, 2023 "," June 30, 2023",2023,Israel,")

Traveler $10,346.82 $2,204.20 $895.19 $2,714.51

Accompanying $8,521.63 $2,204.20 $895.19 $2,714.51
"
273,"June 23, 2023 - June 30, 2023",Barry Moore,Barry Moore,R,AL-2,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026592.pdf,17,"June 23, 2023 "," June 30, 2023",2023,Israel,")
Traveler $11,177.52 $1,166.30 $895.19 $2,714.51
Accompanying $10,925.31 $1,166.30 $895.19 $2,714.51
"
274,"June 23, 2023 - June 30, 2023",Jake Ellzey,Jake Ellzey,R,TX-6,Israel,American Israel Education Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026614.pdf,18,"June 23, 2023 "," June 30, 2023",2023,Israel,")

Traveler $7,445.92 $1,166.30 $895.19 $2,714.51

Accompanying |$7 445.92 $1,166.30 $895.19 $2,714.51
"
275,"June 27, 2023 - June 30, 2023",William Burke Smith,Dave Joyce,R,OH-14,Canada,Center Forward,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026659.pdf,18,"June 27, 2023 "," June 30, 2023",2023,Canada,")
Travel $997.53 $675.00 $356.00 *All air and ground
Traveler transportation included*
Accompanying |N/A N/A N/A N/A
"
276,"June 27, 2023 - June 30, 2023",Yardena Wolf,Eric Swalwell,D,CA-14,Canada,Center Forward,Original,https://disclosures-clerk.house.gov/gtimages/ST/2023/500026660.pdf,18,"June 27, 2023 "," June 30, 2023",2023,Canada,")
Travel $2,057.15 $675.00 $135.00 *All air and ground
Traveler transportation included*
Accompanying |N/A N/A N/A N/A
"
277,"June 25, 2023 - June 30, 2023",Sydney Kamlager-Dove,Sydney Kamlager-Dove,D,CA-37,Tanzania,United Nations Foundation and Eleanor Crook Foundation,Original,https://disclosures-clerk.house.gov/gtimages/MT/2023/500026625.pdf,18,"June 25, 2023 "," June 30, 2023",2023,Tanzania,") _ |
'$10,785.54 ‘$394 ‘$98.40 | $50 (Tanzania visa); $166 |
| Traveler | (aerial briefing); $95 (field
drive) _

ae a 4

Accompanying ($10,785.54 _ |s30 $98.40 $50 (Tanzania visa); $166 |
"
